timestamp,run_name,round,acc,precision,recall,f1,tp,tn,fp,fn,total,correct,num_clients,lr,batch_size,local_epochs,steps_per_epoch,split,device,seed
2025-10-27T17:36:55,,0,0.96176101,0.04733728,0.05298013,0.05000000,8,7638,161,143,7950,7646,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:37:30,,1,0.96792453,0.13888889,0.13245033,0.13559322,20,7675,124,131,7950,7695,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:38:05,,2,0.97018868,0.18382353,0.16556291,0.17421603,25,7688,111,126,7950,7713,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:38:40,,3,0.97509434,0.32592593,0.29139073,0.30769231,44,7708,91,107,7950,7752,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:39:14,,4,0.97622642,0.35156250,0.29801325,0.32258065,45,7716,83,106,7950,7761,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:39:47,,5,0.97635220,0.36690647,0.33774834,0.35172414,51,7711,88,100,7950,7762,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:40:22,,6,0.97723270,0.39583333,0.37748344,0.38644068,57,7712,87,94,7950,7769,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:40:56,,7,0.97849057,0.43421053,0.43708609,0.43564356,66,7713,86,85,7950,7779,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:41:30,,8,0.97761006,0.40287770,0.37086093,0.38620690,56,7716,83,95,7950,7772,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:42:05,,9,0.97849057,0.42537313,0.37748344,0.40000000,57,7722,77,94,7950,7779,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:42:38,,10,0.97823899,0.42465753,0.41059603,0.41750842,62,7715,84,89,7950,7777,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:43:01,,11,0.98000000,0.46969697,0.41059603,0.43816254,62,7729,70,89,7950,7791,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:43:33,,12,0.98113208,0.50344828,0.48344371,0.49324324,73,7727,72,78,7950,7800,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:44:06,,13,0.98050314,0.48550725,0.44370861,0.46366782,67,7728,71,84,7950,7795,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:44:37,,14,0.98000000,0.47183099,0.44370861,0.45733788,67,7724,75,84,7950,7791,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:45:09,,15,0.98213836,0.53284672,0.48344371,0.50694444,73,7735,64,78,7950,7808,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:45:42,,16,0.98025157,0.47916667,0.45695364,0.46779661,69,7724,75,82,7950,7793,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:46:16,,17,0.98125786,0.50675676,0.49668874,0.50167224,75,7726,73,76,7950,7801,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:46:50,,18,0.98251572,0.54477612,0.48344371,0.51228070,73,7738,61,78,7950,7811,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:47:25,,19,0.98264151,0.54609929,0.50993377,0.52739726,77,7735,64,74,7950,7812,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:48:00,,20,0.98289308,0.55725191,0.48344371,0.51773050,73,7741,58,78,7950,7814,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:48:31,,21,0.98402516,0.58219178,0.56291391,0.57239057,85,7738,61,66,7950,7823,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:48:58,,22,0.98226415,0.53571429,0.49668874,0.51546392,75,7734,65,76,7950,7809,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:49:33,,23,0.98402516,0.58219178,0.56291391,0.57239057,85,7738,61,66,7950,7823,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:50:07,,24,0.98377358,0.57432432,0.56291391,0.56856187,85,7736,63,66,7950,7821,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:50:42,,25,0.98452830,0.59333333,0.58940397,0.59136213,89,7738,61,62,7950,7827,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:51:17,,26,0.98427673,0.58441558,0.59602649,0.59016393,90,7735,64,61,7950,7825,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:51:52,,27,0.98503145,0.60526316,0.60927152,0.60726073,92,7739,60,59,7950,7831,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:52:26,,28,0.98465409,0.60283688,0.56291391,0.58219178,85,7743,56,66,7950,7828,53,0.001,32,1,19,1,cuda,42
2025-10-27T17:53:01,,29,0.98503145,0.60810811,0.59602649,0.60200669,90,7741,58,61,7950,7831,53,0.001,32,1,19,1,cuda,42
