timestamp,run_name,round,acc,precision,recall,f1,tp,tn,fp,fn,total,correct,num_clients,lr,batch_size,local_epochs,steps_per_epoch,split,device,seed
2025-10-27T16:47:31,,0,0.91702128,0.03278689,0.09523810,0.04878049,4,1720,118,38,1880,1724,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:32,,1,0.92553191,0.02884615,0.07142857,0.04109589,3,1737,101,39,1880,1740,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:33,,2,0.92553191,0.02884615,0.07142857,0.04109589,3,1737,101,39,1880,1740,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:34,,3,0.92553191,0.02884615,0.07142857,0.04109589,3,1737,101,39,1880,1740,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:35,,4,0.92553191,0.02884615,0.07142857,0.04109589,3,1737,101,39,1880,1740,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:36,,5,0.92500000,0.02857143,0.07142857,0.04081633,3,1736,102,39,1880,1739,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:37,,6,0.92446809,0.02830189,0.07142857,0.04054054,3,1735,103,39,1880,1738,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:38,,7,0.92393617,0.02803738,0.07142857,0.04026846,3,1734,104,39,1880,1737,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:39,,8,0.92234043,0.02727273,0.07142857,0.03947368,3,1731,107,39,1880,1734,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:40,,9,0.92180851,0.02702703,0.07142857,0.03921569,3,1730,108,39,1880,1733,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:41,,10,0.92074468,0.02654867,0.07142857,0.03870968,3,1728,110,39,1880,1731,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:42,,11,0.92074468,0.02654867,0.07142857,0.03870968,3,1728,110,39,1880,1731,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:43,,12,0.92074468,0.02654867,0.07142857,0.03870968,3,1728,110,39,1880,1731,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:44,,13,0.92021277,0.02631579,0.07142857,0.03846154,3,1727,111,39,1880,1730,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:45,,14,0.91914894,0.02586207,0.07142857,0.03797468,3,1725,113,39,1880,1728,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:46,,15,0.91914894,0.02586207,0.07142857,0.03797468,3,1725,113,39,1880,1728,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:47,,16,0.91914894,0.02586207,0.07142857,0.03797468,3,1725,113,39,1880,1728,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:48,,17,0.91914894,0.03389831,0.09523810,0.05000000,4,1724,114,38,1880,1728,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:49,,18,0.91914894,0.03389831,0.09523810,0.05000000,4,1724,114,38,1880,1728,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:50,,19,0.91914894,0.03389831,0.09523810,0.05000000,4,1724,114,38,1880,1728,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:51,,20,0.91808511,0.03333333,0.09523810,0.04938272,4,1722,116,38,1880,1726,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:52,,21,0.91755319,0.03305785,0.09523810,0.04907975,4,1721,117,38,1880,1725,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:52,,22,0.91755319,0.03305785,0.09523810,0.04907975,4,1721,117,38,1880,1725,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:53,,23,0.91755319,0.03305785,0.09523810,0.04907975,4,1721,117,38,1880,1725,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:54,,24,0.91755319,0.03305785,0.09523810,0.04907975,4,1721,117,38,1880,1725,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:55,,25,0.91755319,0.03305785,0.09523810,0.04907975,4,1721,117,38,1880,1725,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:56,,26,0.91702128,0.03278689,0.09523810,0.04878049,4,1720,118,38,1880,1724,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:57,,27,0.91702128,0.03278689,0.09523810,0.04878049,4,1720,118,38,1880,1724,10,1e-05,32,1,1,0,cuda,42
2025-10-27T16:47:59,,28,0.91702128,0.03278689,0.09523810,0.04878049,4,1720,118,38,1880,1724,10,1e-05,32,1,1,0,cuda,42
