timestamp,run_name,round,acc,precision,recall,f1,tp,tn,fp,fn,total,correct,num_clients,lr,batch_size,local_epochs,steps_per_epoch,split,device,seed
2025-10-23T22:51:52,simulation 6,0,0.96397029,0.05113636,0.04477612,0.04774536,9,9596,167,192,9964,9605,53,5e-06,32,1,24,1,cuda,42
2025-10-23T22:52:31,simulation 6,1,0.96336813,0.09405941,0.09452736,0.09429280,19,9580,183,182,9964,9599,53,5e-06,32,1,24,1,cuda,42
2025-10-23T22:53:10,simulation 6,2,0.96728222,0.17277487,0.16417910,0.16836735,33,9605,158,168,9964,9638,53,5e-06,32,1,24,1,cuda,42
2025-10-23T22:53:50,simulation 6,3,0.97159775,0.28421053,0.26865672,0.27621483,54,9627,136,147,9964,9681,53,5e-06,32,1,24,1,cuda,42
2025-10-23T22:54:29,simulation 6,4,0.97611401,0.40106952,0.37313433,0.38659794,75,9651,112,126,9964,9726,53,5e-06,32,1,24,1,cuda,42
2025-10-23T22:55:08,simulation 6,5,0.97621437,0.40625000,0.38805970,0.39694656,78,9649,114,123,9964,9727,53,5e-06,32,1,24,1,cuda,42
2025-10-23T22:55:47,simulation 6,6,0.97671618,0.42211055,0.41791045,0.42000000,84,9648,115,117,9964,9732,53,5e-06,32,1,24,1,cuda,42
2025-10-23T22:56:26,simulation 6,7,0.97641509,0.41500000,0.41293532,0.41396509,83,9646,117,118,9964,9729,53,5e-06,32,1,24,1,cuda,42
2025-10-23T22:57:04,simulation 6,8,0.97792051,0.45622120,0.49253731,0.47368421,99,9645,118,102,9964,9744,53,5e-06,32,1,24,1,cuda,42
2025-10-23T22:57:43,simulation 6,9,0.97902449,0.47959184,0.46766169,0.47355164,94,9661,102,107,9964,9755,53,5e-06,32,1,24,1,cuda,42
2025-10-23T22:58:23,simulation 6,10,0.97982738,0.50000000,0.50248756,0.50124069,101,9662,101,100,9964,9763,53,5e-06,32,1,24,1,cuda,42
2025-10-23T22:59:02,simulation 6,11,0.98032919,0.51308901,0.48756219,0.50000000,98,9670,93,103,9964,9768,53,5e-06,32,1,24,1,cuda,42
2025-10-23T22:59:42,simulation 6,12,0.98123244,0.53723404,0.50248756,0.51928021,101,9676,87,100,9964,9777,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:00:21,simulation 6,13,0.98183460,0.55263158,0.52238806,0.53708440,105,9678,85,96,9964,9783,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:01:01,simulation 6,14,0.98323966,0.59659091,0.52238806,0.55702918,105,9692,71,96,9964,9797,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:01:41,simulation 6,15,0.98374147,0.61142857,0.53233831,0.56914894,107,9695,68,94,9964,9802,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:02:20,simulation 6,16,0.98404255,0.61290323,0.56716418,0.58914729,114,9691,72,87,9964,9805,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:02:59,simulation 6,17,0.98354075,0.60818713,0.51741294,0.55913978,104,9696,67,97,9964,9800,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:03:38,simulation 6,18,0.98323966,0.59239130,0.54228856,0.56623377,109,9688,75,92,9964,9797,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:04:17,simulation 6,19,0.98313930,0.59116022,0.53233831,0.56020942,107,9689,74,94,9964,9796,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:04:57,simulation 6,20,0.98354075,0.59685864,0.56716418,0.58163265,114,9686,77,87,9964,9800,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:05:36,simulation 6,21,0.98364111,0.60326087,0.55223881,0.57662338,111,9690,73,90,9964,9801,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:06:16,simulation 6,22,0.98374147,0.60317460,0.56716418,0.58461538,114,9688,75,87,9964,9802,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:06:55,simulation 6,23,0.98354075,0.59893048,0.55721393,0.57731959,112,9688,75,89,9964,9800,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:07:35,simulation 6,24,0.98444400,0.62637363,0.56716418,0.59530026,114,9695,68,87,9964,9809,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:08:13,simulation 6,25,0.98454436,0.62702703,0.57711443,0.60103627,116,9694,69,85,9964,9810,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:08:53,simulation 6,26,0.98394219,0.61325967,0.55223881,0.58115183,111,9693,70,90,9964,9804,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:09:33,simulation 6,27,0.98414291,0.61256545,0.58208955,0.59693878,117,9689,74,84,9964,9806,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:10:11,simulation 6,28,0.98534725,0.64864865,0.59701493,0.62176166,120,9698,65,81,9964,9818,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:10:52,simulation 6,29,0.98464472,0.62765957,0.58706468,0.60668380,118,9693,70,83,9964,9811,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:11:31,simulation 6,30,0.98414291,0.61375661,0.57711443,0.59487179,116,9690,73,85,9964,9806,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:12:11,simulation 6,31,0.98464472,0.62371134,0.60199005,0.61265823,121,9690,73,80,9964,9811,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:12:50,simulation 6,32,0.98454436,0.62702703,0.57711443,0.60103627,116,9694,69,85,9964,9810,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:13:29,simulation 6,33,0.98494580,0.64245810,0.57213930,0.60526316,115,9699,64,86,9964,9814,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:14:09,simulation 6,34,0.98514653,0.63451777,0.62189055,0.62814070,125,9691,72,76,9964,9816,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:14:48,simulation 6,35,0.98504617,0.64285714,0.58208955,0.61096606,117,9698,65,84,9964,9815,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:15:28,simulation 6,36,0.98594942,0.66486486,0.61194030,0.63730570,123,9701,62,78,9964,9824,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:16:07,simulation 6,37,0.98514653,0.64324324,0.59203980,0.61658031,119,9697,66,82,9964,9816,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:16:46,simulation 6,38,0.98524689,0.64062500,0.61194030,0.62595420,123,9694,69,78,9964,9817,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:17:25,simulation 6,39,0.98604978,0.67032967,0.60696517,0.63707572,122,9703,60,79,9964,9825,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:18:05,simulation 6,40,0.98594942,0.66850829,0.60199005,0.63350785,121,9703,60,80,9964,9824,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:18:44,simulation 6,41,0.98594942,0.65968586,0.62686567,0.64285714,126,9698,65,75,9964,9824,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:19:23,simulation 6,42,0.98645122,0.67741935,0.62686567,0.65116279,126,9703,60,75,9964,9829,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:20:02,simulation 6,43,0.98574870,0.65775401,0.61194030,0.63402062,123,9699,64,78,9964,9822,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:20:42,simulation 6,44,0.98685267,0.69230769,0.62686567,0.65796345,126,9707,56,75,9964,9833,53,5e-06,32,1,24,1,cuda,42
2025-10-23T23:21:21,simulation 6,45,0.98665195,0.68478261,0.62686567,0.65454545,126,9705,58,75,9964,9831,53,5e-06,32,1,24,1,cuda,42
