timestamp,run_name,round,acc,precision,recall,f1,tp,tn,fp,fn,total,correct,num_clients,lr,batch_size,local_epochs,steps_per_epoch,split,device,seed
2025-10-23T10:05:07,simulation 1,0,0.97440787,0.36500000,0.36318408,0.36408978,73,9636,127,128,9964,9709,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:06:38,simulation 1,1,0.97601365,0.40594059,0.40796020,0.40694789,82,9643,120,119,9964,9725,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:08:08,simulation 1,2,0.97902449,0.48058252,0.49253731,0.48648649,99,9656,107,102,9964,9755,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:09:39,simulation 1,3,0.98113208,0.53170732,0.54228856,0.53694581,109,9667,96,92,9964,9776,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:11:09,simulation 1,4,0.98073063,0.52356021,0.49751244,0.51020408,100,9672,91,101,9964,9772,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:12:40,simulation 1,5,0.98283822,0.57425743,0.57711443,0.57568238,116,9677,86,85,9964,9793,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:14:11,simulation 1,6,0.98052991,0.51794872,0.50248756,0.51010101,101,9669,94,100,9964,9770,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:15:43,simulation 1,7,0.98173424,0.54460094,0.57711443,0.56038647,116,9666,97,85,9964,9782,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:17:13,simulation 1,8,0.98263749,0.57142857,0.55721393,0.56423174,112,9679,84,89,9964,9791,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:18:45,simulation 1,9,0.98263749,0.56603774,0.59701493,0.58111380,120,9671,92,81,9964,9791,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:20:16,simulation 1,10,0.98374147,0.59512195,0.60696517,0.60098522,122,9680,83,79,9964,9802,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:21:46,simulation 1,11,0.98374147,0.59241706,0.62189055,0.60679612,125,9677,86,76,9964,9802,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:23:17,simulation 1,12,0.98374147,0.59154930,0.62686567,0.60869565,126,9676,87,75,9964,9802,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:24:48,simulation 1,13,0.98635086,0.65853659,0.67164179,0.66502463,135,9693,70,66,9964,9828,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:26:20,simulation 1,14,0.98625050,0.66326531,0.64676617,0.65491184,130,9697,66,71,9964,9827,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:27:51,simulation 1,15,0.98635086,0.66009852,0.66666667,0.66336634,134,9694,69,67,9964,9828,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:29:22,simulation 1,16,0.98705339,0.67821782,0.68159204,0.67990074,137,9698,65,64,9964,9835,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:30:53,simulation 1,17,0.98093135,0.52380952,0.60199005,0.56018519,121,9653,110,80,9964,9774,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:32:24,simulation 1,18,0.98534725,0.63681592,0.63681592,0.63681592,128,9690,73,73,9964,9818,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:33:55,simulation 1,19,0.98554797,0.64179104,0.64179104,0.64179104,129,9691,72,72,9964,9820,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:35:26,simulation 1,20,0.98695303,0.68586387,0.65174129,0.66836735,131,9703,60,70,9964,9834,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:36:57,simulation 1,21,0.98735448,0.69841270,0.65671642,0.67692308,132,9706,57,69,9964,9838,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:38:28,simulation 1,22,0.98785628,0.69801980,0.70149254,0.69975186,141,9702,61,60,9964,9843,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:39:59,simulation 1,23,0.98956242,0.74371859,0.73631841,0.74000000,148,9712,51,53,9964,9860,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:41:30,simulation 1,24,0.98885990,0.73195876,0.70646766,0.71898734,142,9711,52,59,9964,9853,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:43:00,simulation 1,25,0.98926134,0.73039216,0.74129353,0.73580247,149,9708,55,52,9964,9857,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:44:32,simulation 1,26,0.99016459,0.76683938,0.73631841,0.75126904,148,9718,45,53,9964,9866,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:46:03,simulation 1,27,0.99056604,0.77720207,0.74626866,0.76142132,150,9720,43,51,9964,9870,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:47:33,simulation 1,28,0.99086712,0.76960784,0.78109453,0.77530864,157,9716,47,44,9964,9873,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:49:05,simulation 1,29,0.99156965,0.79695431,0.78109453,0.78894472,157,9723,40,44,9964,9880,53,0.001,8,1,94,1,cuda,42
2025-10-23T10:50:36,simulation 1,30,0.98936170,0.73170732,0.74626866,0.73891626,150,9708,55,51,9964,9858,53,0.001,8,1,94,1,cuda,42
