timestamp,run_name,round,acc,precision,recall,f1,tp,tn,fp,fn,total,correct,num_clients,lr,batch_size,local_epochs,steps_per_epoch,split,device,seed
2025-10-24T10:14:11,simulation 8,0,0.97390606,0.33701657,0.30348259,0.31937173,61,9643,120,140,9964,9704,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:15:42,simulation 8,1,0.97571257,0.39378238,0.37810945,0.38578680,76,9646,117,125,9964,9722,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:17:13,simulation 8,2,0.97872340,0.47263682,0.47263682,0.47263682,95,9657,106,106,9964,9752,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:18:42,simulation 8,3,0.97972702,0.49753695,0.50248756,0.50000000,101,9661,102,100,9964,9762,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:20:13,simulation 8,4,0.98073063,0.52216749,0.52736318,0.52475248,106,9666,97,95,9964,9772,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:21:44,simulation 8,5,0.98193497,0.55223881,0.55223881,0.55223881,111,9673,90,90,9964,9784,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:23:15,simulation 8,6,0.98384183,0.59900990,0.60199005,0.60049628,121,9682,81,80,9964,9803,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:24:47,simulation 8,7,0.98364111,0.59313725,0.60199005,0.59753086,121,9680,83,80,9964,9801,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:26:18,simulation 8,8,0.98313930,0.57746479,0.61194030,0.59420290,123,9673,90,78,9964,9796,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:27:49,simulation 8,9,0.98283822,0.57425743,0.57711443,0.57568238,116,9677,86,85,9964,9793,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:29:20,simulation 8,10,0.98263749,0.57000000,0.56716418,0.56857855,114,9677,86,87,9964,9791,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:30:51,simulation 8,11,0.98404255,0.60500000,0.60199005,0.60349127,121,9684,79,80,9964,9805,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:32:22,simulation 8,12,0.98394219,0.60199005,0.60199005,0.60199005,121,9683,80,80,9964,9804,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:33:53,simulation 8,13,0.98524689,0.64516129,0.59701493,0.62015504,120,9697,66,81,9964,9817,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:35:24,simulation 8,14,0.98574870,0.64676617,0.64676617,0.64676617,130,9692,71,71,9964,9822,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:36:35,simulation 8,15,0.98765556,0.70744681,0.66169154,0.68380463,133,9708,55,68,9964,9841,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:37:30,simulation 8,16,0.98675231,0.67164179,0.67164179,0.67164179,135,9697,66,66,9964,9832,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:37:55,simulation 8,17,0.98775592,0.69268293,0.70646766,0.69950739,142,9700,63,59,9964,9842,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:38:20,simulation 8,18,0.98855881,0.71219512,0.72636816,0.71921182,146,9704,59,55,9964,9850,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:38:45,simulation 8,19,0.98865917,0.71153846,0.73631841,0.72371638,148,9703,60,53,9964,9851,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:39:11,simulation 8,20,0.98956242,0.74129353,0.74129353,0.74129353,149,9711,52,52,9964,9860,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:39:36,simulation 8,21,0.98896026,0.71770335,0.74626866,0.73170732,150,9704,59,51,9964,9854,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:40:32,simulation 8,22,0.99036532,0.75362319,0.77611940,0.76470588,156,9712,51,45,9964,9868,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:42:03,simulation 8,23,0.98966279,0.75520833,0.72139303,0.73791349,145,9716,47,56,9964,9861,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:43:33,simulation 8,24,0.99016459,0.75369458,0.76119403,0.75742574,153,9713,50,48,9964,9866,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:45:03,simulation 8,25,0.99046568,0.77319588,0.74626866,0.75949367,150,9719,44,51,9964,9869,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:46:34,simulation 8,26,0.99106784,0.77722772,0.78109453,0.77915633,157,9718,45,44,9964,9875,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:48:04,simulation 8,27,0.99156965,0.78536585,0.80099502,0.79310345,161,9719,44,40,9964,9880,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:49:35,simulation 8,28,0.99136893,0.78894472,0.78109453,0.78500000,157,9721,42,44,9964,9878,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:51:06,simulation 8,29,0.99177037,0.78468900,0.81592040,0.80000000,164,9718,45,37,9964,9882,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:52:36,simulation 8,30,0.99126857,0.77669903,0.79601990,0.78624079,160,9717,46,41,9964,9877,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:54:08,simulation 8,31,0.99136893,0.78048780,0.79601990,0.78817734,160,9718,45,41,9964,9878,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:55:39,simulation 8,32,0.99116821,0.77033493,0.80099502,0.78536585,161,9715,48,40,9964,9876,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:57:05,simulation 8,33,0.99227218,0.80693069,0.81094527,0.80893300,163,9724,39,38,9964,9887,53,0.0005,8,1,94,1,cuda,42
2025-10-24T10:57:32,simulation 8,34,0.99066640,0.75233645,0.80099502,0.77590361,161,9710,53,40,9964,9871,53,0.0005,8,1,94,1,cuda,42
